,label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type,mos_name,z_pos,x_pos,y_pos
3250,7,346.16337644656227,760.3369639210347,1314.7739959155888,337,752,1310,357,768,1321,1469,3.86666488647461,2.8029409379827843,154.58579561687384,16,11,1,7,6,"[338, 759, 1316]",351.1275685580253,163.42220684440892,112.35276292745442,"[0.9557292364122426, 0.04004455064144137]",real,1353mosG,347,760,1315
3251,8,341.2763157894737,464.3815789473685,1568.9868421052633,340,462,1565,344,469,1574,76,4.974275588989258,4.2416221900570115,30.917159123374766,7,9,1,1,5,"[341, 463, 1570]",351.7739900772891,71.62883680351487,92.09421957859124,"[0.34079477363847993, 0.017512319847181282]",real,1353mosG,342,465,1569
3252,9,353.2352941176471,644.0882352941177,1492.8529411764707,352,642,1491,355,647,1497,34,7.092325687408447,3.8706542212051915,23.187869342531076,5,6,1,3,1,"[353, 645, 1492]",350.222881318321,50.93785488209266,61.125426048158026,"[0.1875005597727937, 0.016711806724064242]",real,1353mosG,353,644,1494
3253,10,375.5188452285485,514.8211708099439,1310.8765036086606,367,509,1305,385,521,1317,1247,4.273413181304932,1.33435607022724,139.12721605518644,12,12,14,4,4,"[381, 513, 1309]",347.38187688568297,121.25915812774706,121.25915812774706,"[0.9766759673231301, 0.02866693874212864]",real,1353mosG,376,515,1311
3254,11,388.4109232769831,432.03511053315987,1423.7776332899869,368,424,1417,406,442,1430,1538,4.215743064880371,1.709349811491227,293.7130116720603,18,13,34,8,9,"[402, 432, 1426]",345.7047387054972,181.0105988268797,130.7298712152433,"[1.2952148122897715, 0.0394792761578228]",real,1353mosG,387,433,1423
3255,12,409.5069576217584,481.06008855154965,1324.4364326375712,388,471,1313,429,493,1334,6324,4.402415752410889,3.006216145755158,316.9008810145914,22,21,25,10,13,"[413, 481, 1326]",342.9980805768794,219.50304919369216,209.52563532551872,"[4.338944706795727, 0.06938679042936488]",real,1353mosG,408,482,1323
3256,13,419.7539410555175,339.8903358464702,1465.8759424263196,412,330,1461,427,349,1472,1459,4.855104923248291,3.239044286653058,115.93934671265538,19,11,5,9,5,"[417, 339, 1466]",341.71030808213266,188.8590726614309,109.339455718285,"[1.1474173493573996, 0.0323492772906596]",real,1353mosG,419,339,1466
3257,14,542.2049523809524,283.9824761904762,1588.0921904761906,519,275,1582,555,293,1594,2625,4.235481262207031,2.8193845114037344,278.25443211037293,18,12,30,8,8,"[549, 283, 1590]",325.92915424661294,170.656125820643,113.7707447710026,"[2.3909225000720826, 0.07832530449224435]",real,1353mosG,537,284,1588
3258,15,532.8783244680851,721.8098404255319,1205.5106382978724,522,715,1202,545,730,1210,1504,3.517155408859253,2.8704694704079987,177.7736649594049,15,8,2,8,4,"[524, 723, 1206]",327.2081513722493,142.7715020358741,76.14479762802121,"[0.7907090216900285, 0.03853865617062437]",real,1353mosG,533,722,1206
3259,16,565.3037974683543,512.2763713080169,1497.1023206751056,558,501,1491,571,523,1504,948,6.233687877655028,4.949966368627403,100.48076715096799,22,13,2,11,5,"[560, 512, 1496]",322.9901524354864,206.69889230833118,122.1402436940663,"[3.9741061964022295, 0.07323363426968457]",real,1353mosG,564,512,1497
3560,1,279.28205128205127,240.16554206027888,117.38191632928476,267,233,112,300,248,123,2223,11.78866195678711,2.3269721006295767,255.06656276784184,15,11,14,6,5,"[281, 239, 117]",432.5493454207231,188.7352729183516,138.40586274685822,"[13.636308453924542, 0.8395322149084072]",real,1353mosH,283,240,117
